Root,SUM FriendsCount,AVG FriendsCount,AVG WordCount,AVG CharCount,AVG HashTag,SUM HashTag,Ratio HashTag,AVG Url,STD Url,RATIO Url,SUM Mention,AVG Mention,Ratio Mention,Tweets Count,Ratio Verified,SUM Verified,SUM RT,AVG RT,STD RT,AVG AccAge,STD AccAge,thread_time,STD Emoji,AVG Emoji,Ratio Media,RATIO Question,RATIO Exclaim,RATIO Period,AVG FPP,STD FPP,AVG SPP,STD SPP,AVG TPP,STD TPP,AVG Skepticism
521369179392581632,32.98405573957869,2.198937049305246,6.666666666666667,49.333333333333336,0.0,0,0.0,0.26666666666666666,0.44221663871405337,0.26666666666666666,12,0.8,0.7333333333333333,15,0.0,0,117,7.8,29.184927616836745,812.2666666666667,613.868874887427,9883.0,0.5416025603090641,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.7333333333333333,0.13333333333333333,0.3399346342395189,0.0,0.0,0.3333333333333333,0.699205898780101,2.4
521367917322338304,31.820358026627655,1.6747556856119818,5.684210526315789,36.89473684210526,0.05263157894736842,1,0.05263157894736842,0.0,0.0,0.0,15,0.7894736842105263,0.5789473684210527,19,0.05263157894736842,1,10415,548.1578947368421,2322.573238619929,534.421052631579,527.5993611373844,101340.0,0.3068922049918579,0.10526315789473684,0.0,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.6359497880839249,0.2631578947368421,0.5469634129164876,0.05263157894736842,0.22329687826943606,1.894736842105263
522286703848218624,14.531464170546554,2.075923452935222,12.0,75.28571428571429,0.0,0,0.0,0.0,0.0,0.0,6,0.8571428571428571,0.7142857142857143,7,0.0,0,127,18.142857142857142,44.03384598052656,919.1428571428571,866.4226003798491,2557.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.5714285714285714,0.4948716593053935,2.4285714285714284
521375609206083584,29.11765688195662,2.2398197601505094,11.0,72.92307692307692,0.07692307692307693,1,0.07692307692307693,0.23076923076923078,0.4213250442347432,0.23076923076923078,15,1.1538461538461537,0.8461538461538461,13,0.07692307692307693,1,195,15.0,51.09719245636767,649.2307692307693,584.4034636139862,21440.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.6153846153846154,0.3076923076923077,0.46153846153846156,0.07692307692307693,0.26646935501059654,0.38461538461538464,0.6249260311258432,3.230769230769231
521358118597689344,10.72731744148018,2.145463488296036,11.6,96.0,0.0,0,0.0,0.4,0.48989794855663565,0.4,12,2.4,1.0,5,0.0,0,197,39.4,78.30095784854743,1099.6,695.2676031572304,5504.0,0.0,0.0,0.0,0.2,0.0,0.8,0.2,0.4,0.0,0.0,0.0,0.0,4.2
521381662551474176,33.764653148768794,1.6882326574384396,8.1,53.15,0.0,0,0.0,0.1,0.30000000000000004,0.1,18,0.9,0.6,20,0.05,1,1465,73.25,319.0600061117031,881.85,759.1230647925275,66488.0,0.21794494717703364,0.05,0.0,0.0,0.15,0.35,0.45,0.7399324293474372,0.1,0.30000000000000004,0.2,0.4,2.35
521346721226711040,35.23772514867602,1.305100931432445,4.555555555555555,38.03703703703704,0.0,0,0.0,0.037037037037037035,0.18885257457751053,0.037037037037037035,17,0.6296296296296297,0.4444444444444444,27,0.0,0,581,21.51851851851852,108.54948363675075,530.925925925926,626.2387384025317,5965.0,0.6108304630544683,0.18518518518518517,0.2222222222222222,0.07407407407407407,0.037037037037037035,0.2962962962962963,0.0,0.0,0.14814814814814814,0.44752022124424345,0.18518518518518517,0.546845298527163,1.1111111111111112
521360486387175424,15.809715434086073,1.7566350482317858,9.777777777777779,74.22222222222223,0.0,0,0.0,0.0,0.0,0.0,8,0.8888888888888888,0.5555555555555556,9,0.0,0,784,87.11111111111111,245.32764687451692,503.3333333333333,386.14764015852796,25835.0,0.41573970964154905,0.2222222222222222,0.4444444444444444,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.1111111111111111,0.31426968052735443,3.0
521359863884967936,18.804552610025628,1.8804552610025627,7.4,53.4,0.0,0,0.0,0.1,0.30000000000000004,0.1,11,1.1,0.7,10,0.0,0,123,12.3,36.9,712.3,771.6472056581297,1004.0,0.0,0.0,0.0,0.1,0.0,0.6,0.1,0.30000000000000004,0.0,0.0,0.5,0.9219544457292888,2.4
521595221155774464,30.217166156764957,1.8885728847978098,9.1875,64.4375,0.25,4,0.25,0.0,0.0,0.0,15,0.9375,0.6875,16,0.0,0,144,9.0,34.5994942159564,854.75,597.6054823209038,28457.0,0.0,0.0,0.0,0.1875,0.1875,0.1875,0.0625,0.24206145913796356,0.1875,0.7261843774138906,0.3125,0.582961190818051,2.625
