depth,SUM FriendsCount,AVG FriendsCount,AVG WordCount,AVG CharCount,AVG HashTag,SUM HashTag,Ratio HashTag,AVG Url,STD Url,RATIO Url,SUM Mention,AVG Mention,Ratio Mention,Tweets Count,Ratio Verified,SUM Verified,SUM RT,AVG RT,STD RT,AVG AccAge,STD AccAge,thread_time,STD Emoji,AVG Emoji,Ratio Media,RATIO Question,RATIO Exclaim,RATIO Period,AVG FPP,STD FPP,AVG SPP,STD SPP,AVG TPP,STD TPP,AVG Skepticism
2,57.639089662499586,3.033636298026294,18.68421052631579,116.94736842105263,0.0,0.0,0.0,0.2631578947368421,0.44034738238635557,0.2631578947368421,32.0,1.6842105263157894,0.9473684210526315,19,0.05263157894736842,1.0,179.0,9.421052631578947,39.50125353037437,720.2631578947369,955.3555327237169,4533.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.42105263157894735,0.05263157894736842,0.22329687826943606,0.7368421052631579,1.2070889411768122,0.8421052631578947,1.1815760168759815,6.0
4,24.491575156230887,3.061446894528861,12.625,92.75,0.25,2.0,0.25,0.125,0.33071891388307384,0.125,14.0,1.75,0.875,8,0.0,0.0,136.0,17.0,44.223862336978215,1231.125,388.1995097562592,24271.0,0.0,0.0,0.0,0.0,0.125,1.0,0.375,0.6959705453537527,0.0,0.0,0.375,0.6959705453537527,2.75
2,19.66138784462448,2.808769692089211,15.0,104.71428571428571,0.5714285714285714,4.0,0.2857142857142857,0.0,0.0,0.0,10.0,1.4285714285714286,0.8571428571428571,7,0.0,0.0,149.0,21.285714285714285,51.73204115084436,1260.0,653.8094960635377,16377.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.2857142857142857,0.45175395145262565,3.7142857142857144
3,27.239595285966814,2.7239595285966813,15.9,103.3,0.6,6.0,0.5,0.5,0.6708203932499369,0.4,12.0,1.2,0.9,10,0.1,1.0,685.0,68.5,205.16688329260157,1497.3,687.9401209407691,110654.0,0.30000000000000004,0.1,0.0,0.3,0.1,0.7,0.2,0.4000000000000001,0.4,0.66332495807108,0.3,0.6403124237432849,5.0
2,13.383400385281229,2.676680077056246,15.0,115.8,0.6,3.0,0.4,0.6,0.48989794855663565,0.6,5.0,1.0,0.8,5,0.2,1.0,115.0,23.0,45.00222216735525,1182.6,464.60589750884566,1330.0,0.0,0.0,0.2,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.4,0.48989794855663565,3.2
4,58.19574534881955,2.327829813952782,13.76,86.52,0.08,2.0,0.08,0.2,0.4,0.2,33.0,1.32,0.96,25,0.04,1.0,512.0,20.48,99.92321852302398,1109.12,698.2681043839823,10175.0,0.0,0.0,0.04,0.24,0.08,0.6,0.16,0.36660605559646714,0.32,0.6144916598294886,0.28,0.6013318551349163,3.72
3,60.67571038309389,2.8893195420520903,13.761904761904763,88.33333333333333,0.09523809523809523,2.0,0.047619047619047616,0.09523809523809523,0.2935435239509036,0.09523809523809523,26.0,1.2380952380952381,0.9523809523809523,21,0.09523809523809523,2.0,119.0,5.666666666666667,24.227755302217474,1270.4761904761904,880.7804774364079,758508.0,0.0,0.0,0.0,0.23809523809523808,0.14285714285714285,0.47619047619047616,0.14285714285714285,0.34992710611188255,0.23809523809523808,0.5259695722470125,0.3333333333333333,0.642416074439621,2.761904761904762
5,72.19199786864043,2.6737776988385344,12.703703703703704,89.5925925925926,0.14814814814814814,4.0,0.1111111111111111,0.14814814814814814,0.4475202212442435,0.1111111111111111,48.0,1.7777777777777777,0.9629629629629629,27,0.037037037037037035,1.0,218.0,8.074074074074074,40.38694868571605,1177.8148148148148,689.0184665071965,8081.0,0.5665577237325315,0.1111111111111111,0.037037037037037035,0.25925925925925924,0.2222222222222222,0.48148148148148145,0.25925925925925924,0.438228132081453,0.07407407407407407,0.2618914004394621,0.18518518518518517,0.4743054990690999,2.962962962962963
3,18.125023820363534,3.020837303393922,8.666666666666666,75.83333333333333,0.8333333333333334,5.0,0.3333333333333333,0.3333333333333333,0.4714045207910317,0.3333333333333333,7.0,1.1666666666666667,0.8333333333333334,6,0.16666666666666666,1.0,202.0,33.666666666666664,73.94066690409427,1998.0,274.4382140543356,83555.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.5,1.6666666666666667
2,11.152286502970549,2.7880716257426372,16.0,118.5,2.0,8.0,0.75,0.25,0.4330127018922193,0.25,4.0,1.0,0.75,4,0.25,1.0,109.0,27.25,47.198384506251905,1603.5,708.3743713602292,4111.0,0.0,0.0,0.5,0.25,0.25,0.5,0.25,0.4330127018922193,0.75,1.299038105676658,0.5,0.8660254037844386,5.75
2,7.453250269757131,2.4844167565857105,8.666666666666666,59.666666666666664,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.4714045207910317,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,3,0.3333333333333333,1.0,142.0,47.333333333333336,66.9394419523265,2325.6666666666665,370.0525488209599,379.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,14.091749862650829,2.8183499725301657,13.8,111.2,1.0,5.0,0.6,0.4,0.48989794855663565,0.4,4.0,0.8,0.8,5,0.2,1.0,124.0,24.8,49.60000000000001,843.2,764.2170895759922,8387.0,0.0,0.0,0.6,0.2,0.4,0.8,0.0,0.0,0.0,0.0,0.6,0.48989794855663565,3.0
2,9.132203573521386,2.2830508933803464,9.0,73.25,0.75,3.0,0.5,0.5,0.5,0.5,3.0,0.75,0.75,4,0.25,1.0,226.0,56.5,97.86087062764156,1311.75,1082.9871594344968,12087.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5
3,21.9244395667561,2.1924439566756098,12.5,80.2,0.3,3.0,0.3,0.3,0.6403124237432849,0.2,11.0,1.1,0.9,10,0.1,1.0,116.0,11.6,34.467956133197106,1155.0,939.7375165438485,15142.0,0.0,0.0,0.0,0.2,0.1,0.6,0.4,0.66332495807108,0.0,0.0,0.4,0.66332495807108,3.2
2,26.33989172360411,2.633989172360411,13.6,104.6,1.5,15.0,0.4,0.1,0.30000000000000004,0.1,11.0,1.1,0.9,10,0.1,1.0,170.0,17.0,51.0,1313.8,913.5615797525638,13579.0,0.0,0.0,0.0,0.2,0.1,0.6,0.0,0.0,0.2,0.4000000000000001,0.5,0.6708203932499369,3.6
2,5.797209353940152,2.898604676970076,14.0,99.0,0.5,1.0,0.5,0.0,0.0,0.0,2.0,1.0,0.5,2,0.5,1.0,116.0,58.0,58.0,1418.5,836.5,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0
2,23.12768192906667,2.5697424365629633,12.0,86.88888888888889,0.2222222222222222,2.0,0.2222222222222222,0.4444444444444444,0.4969039949999533,0.4444444444444444,14.0,1.5555555555555556,0.8888888888888888,9,0.1111111111111111,1.0,137.0,15.222222222222221,42.349807234974584,1129.2222222222222,735.0673102630018,7128.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.31426968052735443,0.0,0.0,0.2222222222222222,0.6285393610547089,4.0
3,61.47582777740162,2.927420370352458,12.714285714285714,94.33333333333333,0.09523809523809523,2.0,0.09523809523809523,0.0,0.0,0.0,21.0,1.0,0.9523809523809523,21,0.14285714285714285,3.0,4004.0,190.66666666666666,850.004444432825,1765.2380952380952,519.4479583229639,425.0,0.0,0.0,0.0,0.0,0.047619047619047616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856
3,11.20635803401839,2.8015895085045974,15.75,108.0,0.0,0.0,0.0,0.25,0.4330127018922193,0.25,4.0,1.0,0.75,4,0.25,1.0,104.0,26.0,45.033320996790806,1183.25,1063.0149046462143,557.0,0.4330127018922193,0.25,0.25,0.0,0.0,0.75,0.75,1.299038105676658,0.5,0.8660254037844386,0.5,0.8660254037844386,4.75
2,12.0403127863532,3.0100781965883,15.5,108.5,0.75,3.0,0.5,0.0,0.0,0.0,5.0,1.25,0.75,4,0.0,0.0,190.0,47.5,82.27241335952168,1455.25,679.5900878470786,52751.0,0.0,0.0,0.75,0.0,0.0,0.75,0.5,0.5,0.0,0.0,0.75,1.299038105676658,2.0
6,40.655447383557416,2.5409654614723385,13.3125,94.875,0.75,12.0,0.25,0.1875,0.3903123748998999,0.1875,20.0,1.25,0.9375,16,0.1875,3.0,241.0,15.0625,45.773175482481,1227.25,738.4164221494535,13229.0,0.24206145913796356,0.0625,0.3125,0.0625,0.0,0.6875,0.25,0.4330127018922193,0.0,0.0,0.1875,0.3903123748998999,3.375
2,11.127527154585117,2.781881788646279,10.0,69.0,0.0,0.0,0.0,0.5,0.5,0.5,3.0,0.75,0.75,4,0.25,1.0,128.0,32.0,55.42562584220407,1485.25,756.3036344617154,643.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.75
3,29.518368667451252,2.4598640556209377,11.833333333333334,96.75,0.4166666666666667,5.0,0.4166666666666667,0.4166666666666667,0.4930066485916347,0.4166666666666667,12.0,1.0,0.9166666666666666,12,0.08333333333333333,1.0,180.0,15.0,49.749371855331,1153.8333333333333,907.0337032816856,1337.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.75,0.25,0.82915619758885,0.16666666666666666,0.5527707983925666,0.08333333333333333,0.2763853991962833,1.6666666666666667
4,43.541200386269786,2.418955577014988,13.833333333333334,97.27777777777777,0.2777777777777778,5.0,0.2222222222222222,0.16666666666666666,0.49999999999999994,0.1111111111111111,34.0,1.8888888888888888,0.9444444444444444,18,0.05555555555555555,1.0,134.0,7.444444444444445,30.694230768487028,965.4444444444445,647.4353011195809,523229.0,0.0,0.0,0.0,0.2777777777777778,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.3142696805273545,0.16666666666666666,0.37267799624996495,0.3888888888888889,0.5905636562630361,2.6666666666666665
