depth,SUM FriendsCount,AVG FriendsCount,AVG WordCount,AVG CharCount,AVG HashTag,SUM HashTag,Ratio HashTag,AVG Url,STD Url,RATIO Url,SUM Mention,AVG Mention,Ratio Mention,Tweets Count,Ratio Verified,SUM Verified,SUM RT,AVG RT,STD RT,AVG AccAge,STD AccAge,thread_time,STD Emoji,AVG Emoji,Ratio Media,RATIO Question,RATIO Exclaim,RATIO Period,AVG FPP,STD FPP,AVG SPP,STD SPP,AVG TPP,STD TPP,AVG Skepticism
0.6020599913279624,1.531275207382082,0.5050056938482959,0.8846065812979305,1.701855692573507,0.0,0.0,0.0,0.1026623418971477,0.15903050166729582,0.1026623418971477,1.1139433523068367,0.25527250510330607,0.23888208891513674,1.1760912590556813,0.0,0.0,2.0718820073061255,0.9444826721501687,1.4797901387567909,2.9102329722517037,2.788782509296453,3.994932736730042,0.18797242292864666,0.07918124604762482,0.028028723600243534,0.028028723600243534,0.054357662322592676,0.23888208891513674,0.054357662322592676,0.12708361278160324,0.0,0.0,0.12493873660829993,0.23024600705391812,0.5314789170422551
0.6020599913279624,1.5161433143203855,0.4272841193530418,0.8250501200031279,1.5785788954784394,0.022276394711152208,0.3010299956639812,0.022276394711152208,0.0,0.0,0.0,1.2041199826559248,0.25272531608942617,0.1983676537668335,1.2787536009528289,0.022276394711152208,0.3010299956639812,4.017700971224117,2.739697231433527,3.366156365916335,2.72869544354492,2.7231266339098115,5.005785185452375,0.11623976760514518,0.04346569378109026,0.0,0.022276394711152208,0.0636690798693773,0.08297423506476391,0.10145764075877704,0.21376996981652102,0.10145764075877704,0.18948004236363497,0.022276394711152208,0.087531867459682,0.46160908854141486
0.3010299956639812,1.1912123991422956,0.4879755234631099,1.1139433523068367,1.8824432170142997,0.0,0.0,0.0,0.0,0.0,0.0,0.8450980400142568,0.26884531229257996,0.23408320603336802,0.8450980400142568,0.0,0.0,2.1072099696478683,1.2820067583505508,1.6535390381642472,2.9638552591416545,2.9382307333446662,3.407900540142635,0.0,0.0,0.0,0.05799194697768673,0.05799194697768673,0.1962946451439682,0.0,0.0,0.0,0.0,0.1962946451439682,0.17460390834736966,0.5351132016973492
0.47712125471966244,1.4788211812464642,0.5105208499135884,1.0791812460476249,1.8687800353617086,0.032184683371401235,0.3010299956639812,0.032184683371401235,0.09017663034908796,0.15269340852192453,0.09017663034908796,1.2041199826559248,0.3332146790353823,0.26626788940476925,1.1139433523068367,0.032184683371401235,0.3010299956639812,2.292256071356476,1.2041199826559248,1.7168143195843422,2.813067516668814,2.7674552876638674,4.33124503682083,0.0,0.0,0.062147906748844434,0.032184683371401235,0.032184683371401235,0.2082759424270825,0.11650556907143717,0.16481024864599217,0.032184683371401235,0.10259468555111147,0.1413291527964693,0.21083359608102337,0.626419337187407
0.3010299956639812,1.0691986810329768,0.49768464837539256,1.100370545117563,1.9867717342662448,0.0,0.0,0.0,0.146128035678238,0.17315652217296926,0.146128035678238,1.1139433523068367,0.5314789170422551,0.3010299956639812,0.6989700043360189,0.0,0.0,2.296665190261531,1.606381365110605,1.8992784330405086,3.0416295084751375,2.842776188228332,3.7407573233077707,0.0,0.0,0.0,0.07918124604762482,0.0,0.25527250510330607,0.07918124604762482,0.146128035678238,0.0,0.0,0.0,0.0,0.7160033436347992
0.6989700043360189,1.541137900733652,0.42946685272596447,0.9590413923210935,1.733598460961339,0.0,0.0,0.0,0.04139268515822508,0.11394335230683679,0.04139268515822508,1.2787536009528289,0.2787536009528289,0.2041199826559248,1.3010299956639813,0.021189299069938092,0.3010299956639812,3.166133970305109,1.87069645798925,2.505231409195201,2.945886921350944,2.880883910746008,4.822749801175969,0.08562765801969509,0.021189299069938092,0.0,0.0,0.06069784035361165,0.13033376849500614,0.16136800223497488,0.24053238268986415,0.04139268515822508,0.11394335230683679,0.07918124604762482,0.146128035678238,0.5250448070368452
0.7781512503836436,1.5591609266872717,0.3626899462135142,0.7447274948966939,1.5914768467175404,0.0,0.0,0.0,0.015794267183231885,0.0751280026278272,0.015794267183231885,1.255272505103306,0.21208891232720015,0.15970084286751188,1.4313637641589874,0.0,0.0,2.7649229846498886,1.3525398151137475,2.0396103348475383,2.725851158232164,2.7974328726274718,3.7756832490260437,0.2070498341284399,0.07378621416091864,0.0871501757189002,0.03103423373996873,0.015794267183231885,0.11270428019128832,0.0,0.0,0.05999792967528537,0.16062463935177196,0.07378621416091864,0.1894468816660442,0.3245110915135041
0.47712125471966244,1.2255603614791963,0.4403792735303888,1.03252922482692,1.8763461592458195,0.0,0.0,0.0,0.0,0.0,0.0,0.9542425094393249,0.27620641193894907,0.19188552623891317,0.9542425094393249,0.0,0.0,2.8948696567452528,1.9450306778782789,2.391513158129058,2.7027176733035243,2.5878766163846385,4.412225275871112,0.15098341362391812,0.0871501757189002,0.15970084286751188,0.0,0.0,0.19188552623891317,0.0,0.0,0.0,0.0,0.04575749056067514,0.11868448908056063,0.6020599913279624
0.6989700043360189,1.2967650360262626,0.4594611341882689,0.9242792860618817,1.73559889969818,0.0,0.0,0.0,0.04139268515822508,0.11394335230683679,0.04139268515822508,1.0791812460476249,0.3222192947339193,0.2304489213782739,1.0,0.0,0.0,2.093421685162235,1.1238516409670858,1.5786392099680724,2.8532722240206834,2.887981238277554,3.002166061756508,0.0,0.0,0.0,0.04139268515822508,0.0,0.2041199826559248,0.04139268515822508,0.11394335230683679,0.0,0.0,0.17609125905568124,0.2837430897826538,0.5314789170422551
0.47712125471966244,1.4943934759736968,0.4606833301831812,1.008067621748033,1.8158266990229175,0.09691001300805642,0.6989700043360189,0.09691001300805642,0.0,0.0,0.0,1.2041199826559248,0.2872417111783479,0.22724378150306254,1.2041199826559248,0.0,0.0,2.161368002234975,1.0,1.5514438277262577,2.9323469078099147,2.777140690003026,4.454204375035515,0.0,0.0,0.0,0.07463361829690418,0.07463361829690418,0.07463361829690418,0.02632893872234915,0.09414308594048411,0.07463361829690418,0.23708718177133808,0.11809931207799448,0.19947026747121457,0.5593080109070125
