depth,SUM FriendsCount,AVG FriendsCount,AVG WordCount,SUM WordCount,AVG CharCount,AVG HashTag,SUM HashTag,Ratio HashTag,SUM Url,AVG Url,RATIO Url,SUM Mention,AVG Mention,Ratio Mention,AVG Statues,AVG Listed,AVG Follower,AVG followers/friend,AVG favorite,Tweets Count,Ratio Verified,SUM Verified,SUM RT,AVG RT,AVG AccAge,thread_time,AVG Emoji,RATIO Emoji,Ratio Media,RATIO Question,RATIO Exclaim,RATIO Period,AVG FPP,AVG SPP,AVG TPP,AVG Skepticism,Ratio Skepticism
4,9158,610.5333333333333,6.666666666666667,100,49.333333333333336,0.0,0,0.0,4,0.26666666666666666,0.26666666666666666,12,0.8,0.7333333333333333,23126.533333333333,0.5867392069398131,3609.6,6.270091476422584,2320.733333333333,15,0.0,0,117,7.8,812.2666666666667,9883.0,0.2,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.7333333333333333,0.13333333333333333,0.0,0.3333333333333333,2.4,0.8
4,7496,394.5263157894737,5.684210526315789,108,36.89473684210526,0.05263157894736842,1,0.05263157894736842,0,0.0,0.0,15,0.7894736842105263,0.5789473684210527,29442.105263157893,0.6325513284052474,28346.57894736842,151.57715421436498,4430.210526315789,19,0.05263157894736842,1,10415,548.1578947368421,534.421052631579,101340.0,0.10526315789473684,0.10526315789473684,0.0,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.05263157894736842,1.894736842105263,0.631578947368421
2,3416,488.0,12.0,84,75.28571428571429,0.0,0,0.0,0,0.0,0.0,6,0.8571428571428571,0.7142857142857143,20678.14285714286,0.7083867415838979,33897.42857142857,231.27841894276145,294.57142857142856,7,0.0,0,127,18.142857142857142,919.1428571428571,2557.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,0.0,0.5714285714285714,2.4285714285714284,0.7142857142857143
3,7222,555.5384615384615,11.0,143,72.92307692307692,0.07692307692307693,1,0.07692307692307693,3,0.23076923076923078,0.23076923076923078,15,1.1538461538461537,0.8461538461538461,15685.23076923077,0.5488762053632651,6531.692307692308,57.1393572144802,352.0,13,0.07692307692307693,1,195,15.0,649.2307692307693,21440.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.38461538461538464,3.230769230769231,0.7692307692307693
2,1510,302.0,11.6,58,96.0,0.0,0,0.0,2,0.4,0.4,12,2.4,1.0,27019.8,0.9533643329696744,46818.6,323.5661685335233,477.2,5,0.0,0,197,39.4,1099.6,5504.0,0.0,0.0,0.0,0.2,0.0,0.8,0.2,0.0,0.0,4.2,1.0
5,7950,397.5,8.1,162,53.15,0.0,0,0.0,2,0.1,0.1,18,0.9,0.6,17657.15,0.6784487375352861,25476.65,140.43192904062087,639.65,20,0.05,1,1465,73.25,881.85,66488.0,0.05,0.05,0.0,0.0,0.15,0.35,0.45,0.1,0.2,2.35,0.6
6,10890,403.3333333333333,4.555555555555555,123,38.03703703703704,0.0,0,0.0,1,0.037037037037037035,0.037037037037037035,17,0.6296296296296297,0.4444444444444444,25948.0,0.45025336609926,2103.1111111111113,20.607758637809393,3207.185185185185,27,0.0,0,581,21.51851851851852,530.925925925926,5965.0,0.18518518518518517,0.1111111111111111,0.2222222222222222,0.07407407407407407,0.037037037037037035,0.2962962962962963,0.0,0.14814814814814814,0.18518518518518517,1.1111111111111112,0.3333333333333333
3,3096,344.0,9.777777777777779,88,74.22222222222223,0.0,0,0.0,0,0.0,0.0,8,0.8888888888888888,0.5555555555555556,10863.888888888889,0.31415214145042497,13432.888888888889,85.10924340404331,3978.222222222222,9,0.0,0,784,87.11111111111111,503.3333333333333,25835.0,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0,0.0,0.5555555555555556,0.0,0.0,0.1111111111111111,3.0,0.6666666666666666
5,2074,207.4,7.4,74,53.4,0.0,0,0.0,1,0.1,0.1,11,1.1,0.7,59556.4,0.8972948998332972,4406.9,12.418671537965627,2139.9,10,0.0,0,123,12.3,712.3,1004.0,0.0,0.0,0.0,0.1,0.0,0.6,0.1,0.0,0.5,2.4,0.7
3,5551,346.9375,9.1875,147,64.4375,0.25,4,0.25,0,0.0,0.0,15,0.9375,0.6875,10202.5,0.23594378117993903,38087.5,133.05743955293946,301.6875,16,0.0,0,144,9.0,854.75,28457.0,0.0,0.0,0.0,0.1875,0.1875,0.1875,0.0625,0.1875,0.3125,2.625,0.625
