SUM FriendsCount,AVG FriendsCount,AVG WordCount,AVG HashTag,SUM HashTag,Percent HashTag,AVG Url,AVG Mention,Percent Mention
54.85092129135842,3.0472734050754675,19.055555555555557,0.0,0.0,0.0,0.2222222222222222,1.7777777777777777,1.0
21.917543888503168,3.1310776983575956,13.571428571428571,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285,2.0,1.0
16.889066137901555,2.8148443563169256,14.5,0.3333333333333333,2.0,0.16666666666666666,0.16666666666666666,1.6666666666666667,1.0
24.223397932454375,2.6914886591615974,15.88888888888889,0.5555555555555556,5.0,0.4444444444444444,0.3333333333333333,1.3333333333333333,1.0
10.720642553599655,2.6801606383999137,15.5,0.5,2.0,0.25,0.5,1.25,1.0
-inf,-inf,13.5,0.08333333333333333,2.0,0.08333333333333333,0.16666666666666666,1.375,1.0
58.09478540741827,2.9047392703709134,13.65,0.1,2.0,0.05,0.1,1.3,1.0
68.82000695717551,2.6469233445067504,12.73076923076923,0.15384615384615385,4.0,0.11538461538461539,0.11538461538461539,1.8461538461538463,1.0
14.955055646366644,2.991011129273329,7.4,0.4,2.0,0.2,0.4,1.4,1.0
7.691088214348056,2.563696071449352,17.333333333333332,2.3333333333333335,7.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0
4.872325294081512,2.436162647040756,3.0,0.0,0.0,0.0,0.0,1.0,1.0
10.286384955184381,2.5715962387960953,13.5,1.0,4.0,0.5,0.75,1.0,1.0
6.5524199769045754,2.184139992301525,6.333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0
20.693990645377824,2.299332293930869,11.444444444444445,0.2222222222222222,2.0,0.2222222222222222,0.2222222222222222,1.2222222222222223,1.0
23.75896674792849,2.6398851942142767,13.333333333333334,1.5555555555555556,14.0,0.3333333333333333,0.1111111111111111,1.2222222222222223,1.0
2.727541257028556,2.727541257028556,19.0,0.0,0.0,0.0,0.0,2.0,1.0
20.4649240973851,2.5581155121731376,11.375,0.25,2.0,0.25,0.75,1.75,1.0
57.60942227902357,2.8804711139511783,12.8,0.1,2.0,0.1,0.0,1.05,1.0
7.8343671225534735,2.6114557075178246,16.333333333333332,0.0,0.0,0.0,0.0,1.3333333333333333,1.0
8.805289626857975,2.935096542285992,14.666666666666666,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0
